2025-09-03 14:17:27,580 - discord.client - WARNING - PyNaCl is not installed, voice will NOT be supported
2025-09-03 14:17:27,582 - discord.client - INFO - logging in using static token
2025-09-03 14:17:30,012 - discord.gateway - INFO - Shard ID None has connected to Gateway (Session ID: 24bd5c4e5b22c9d5772cce38c601ab9a).
2025-09-03 14:17:45,051 - root - ERROR - Database error: no such column: api_key_hash
2025-09-03 14:17:45,053 - root - ERROR - Database error in check_rate_limits: no such column: api_key_hash
2025-09-03 14:17:45,053 - root - ERROR - Database error: no such column: api_key_hash
2025-09-03 14:17:45,055 - root - ERROR - Database error in check_rate_limits: no such column: api_key_hash
2025-09-03 14:17:45,055 - root - ERROR - Database error: no such column: api_key_hash
2025-09-03 14:17:45,057 - root - ERROR - Database error in check_rate_limits: no such column: api_key_hash
2025-09-03 14:17:45,057 - root - ERROR - Database error: no such column: api_key_hash
2025-09-03 14:17:45,058 - root - ERROR - Database error in check_rate_limits: no such column: api_key_hash
2025-09-03 14:17:45,059 - root - ERROR - Database error: no such column: api_key_hash
2025-09-03 14:17:45,060 - root - ERROR - Database error in check_rate_limits: no such column: api_key_hash
2025-09-03 14:17:45,060 - root - ERROR - Database error: no such column: api_key_hash
2025-09-03 14:17:45,061 - root - ERROR - Database error in check_rate_limits: no such column: api_key_hash
2025-09-03 14:17:45,062 - root - ERROR - Database error: no such column: api_key_hash
2025-09-03 14:17:45,064 - root - ERROR - Database error in check_rate_limits: no such column: api_key_hash
2025-09-03 14:17:45,066 - root - ERROR - Database error: no such column: api_key_hash
2025-09-03 14:17:45,069 - root - ERROR - Database error in check_rate_limits: no such column: api_key_hash
2025-09-03 14:17:45,070 - root - ERROR - Database error: no such column: api_key_hash
2025-09-03 14:17:45,071 - root - ERROR - Database error in check_rate_limits: no such column: api_key_hash
2025-09-03 14:17:45,072 - root - ERROR - Database error: no such column: api_key_hash
2025-09-03 14:17:45,073 - root - ERROR - Database error in check_rate_limits: no such column: api_key_hash
2025-09-03 14:17:45,076 - root - ERROR - Database error: no such column: api_key_hash
2025-09-03 14:17:45,078 - root - ERROR - Database error in check_rate_limits: no such column: api_key_hash
2025-09-03 14:17:45,079 - root - ERROR - Database error: no such column: api_key_hash
2025-09-03 14:17:45,081 - root - ERROR - Database error in check_rate_limits: no such column: api_key_hash
2025-09-03 14:17:45,083 - root - ERROR - Database error: no such column: api_key_hash
2025-09-03 14:17:45,085 - root - ERROR - Database error in check_rate_limits: no such column: api_key_hash
2025-09-03 14:17:45,086 - root - ERROR - Database error: no such column: api_key_hash
2025-09-03 14:17:45,088 - root - ERROR - Database error in check_rate_limits: no such column: api_key_hash
2025-09-03 14:17:45,089 - root - ERROR - Database error: no such column: api_key_hash
2025-09-03 14:17:45,092 - root - ERROR - Database error in check_rate_limits: no such column: api_key_hash
2025-09-03 14:17:45,096 - root - ERROR - Database error: no such column: api_key_hash
2025-09-03 14:17:45,098 - root - ERROR - Database error in check_rate_limits: no such column: api_key_hash
2025-09-03 14:17:45,099 - root - ERROR - Database error: no such column: api_key_hash
2025-09-03 14:17:45,101 - root - ERROR - Database error in check_rate_limits: no such column: api_key_hash
2025-09-03 14:17:45,102 - root - ERROR - Database error: no such column: api_key_hash
2025-09-03 14:17:45,103 - root - ERROR - Database error in check_rate_limits: no such column: api_key_hash
2025-09-03 14:17:45,104 - root - ERROR - Database error: no such column: api_key_hash
2025-09-03 14:17:45,106 - root - ERROR - Database error in check_rate_limits: no such column: api_key_hash
